1	326074
2	326098
3	296274
4	313404
5	307203
6	330698
7	307106
8	312332
9	312167
10	342602
11	336443
12	324505
13	341373
14	330538
15	307973
16	306577
17	319649
18	325125
19	350431
20	336435
21	307243
22	331736
23	340097
24	346503
25	344381
26	320902
27	309574
28	344185
29	323219
30	305916
31	315438
32	307480
33	332040
34	333942
35	307188
36	323634
37	333342
38	330128
39	331049
40	310904
41	313292
42	324269
43	309547
44	326189
45	317982
46	323041
47	306370
48	348796
49	310340
50	319522
51	306872
52	324469
53	306229
54	305993
55	322092
56	317622
57	322981
58	333589
59	334611
60	327076
61	321789
62	323073
63	313355
64	326973
65	315909
66	330566
67	355170
68	343750
69	343918
70	307335
71	309113
72	316513
73	320735
74	313926
75	334850
76	346459
77	313408
78	306750
79	320854
80	356057
81	342740
82	307232
83	339184
84	329431
85	325852
86	308170
87	301308
88	337929
89	314186
90	347542
91	322987
92	317688
93	306335
94	342787
95	311373
96	323151
97	331766
98	310628
99	306182
100	336622
101	306150
102	313268
103	341450
104	321222
105	322639
106	329923
107	296039
108	321040
109	333844
110	320967
111	331286
112	306463
113	322982
114	307646
115	315080
116	307083
117	328469
118	309842
119	329428
120	353761
121	314046
122	318904
123	341221
124	341620
125	320892
126	317884
127	343521
128	330509
129	339775
130	322178
131	330293
132	307091
133	327158
134	312658
135	350904
136	306732
137	334816
138	327462
139	316337
140	307594
141	330641
142	322433
143	318583
144	330746
145	347242
146	336105
147	344919
148	315373
149	352728
150	315165
151	343362
152	339942
153	322099
154	340176
155	314723
156	301549
157	328660
158	310324
159	329021
160	342027
161	319291
162	333189
163	318439
164	316265
165	335619
166	347630
167	319169
168	315352
169	344129
170	307168
171	326562
172	334630
173	343877
174	331199
175	336665
176	319791
177	318140
178	308104
179	311722
180	349809
181	310638
182	336061
183	328621
184	307336
185	309493
186	328000
187	312707
188	324091
189	318385
190	317828
191	305876
192	342099
193	323602
194	310886
195	315053
196	315341
197	332890
198	343200
199	302537
200	330601
201	311728
202	310948
203	332925
204	306012
205	308628
206	307558
207	321883
208	335354
209	307847
210	321335
211	338260
212	329952
213	331338
214	344923
215	324498
216	324039
217	332194
218	309399
219	331689
220	313961
221	321215
222	307362
223	321845
224	332924
225	340053
226	343696
227	308916
228	314205
229	314528
230	325321
231	340038
232	335182
233	312927
234	305004
235	307061
236	336070
237	351765
238	321083
239	310709
240	339344
241	330336
242	319075
243	346028
244	330635
245	313947
246	315091
247	316931
248	325207
249	317286
250	337819
251	307043
252	328511
253	347950
254	322162
255	309315
256	324189
257	316074
258	338890
259	344851
260	315455
261	318614
262	310688
263	313022
264	336732
265	348657
266	336565
267	318588
268	310479
269	349245
270	306209
271	323605
272	307119
273	320203
274	308258
275	342837
276	349791
277	329507
278	324149
279	308256
280	321384
281	307061
282	307366
283	313725
284	345642
285	342055
286	321003
287	342705
288	316716
289	323925
290	306561
291	308578
292	305518
293	322380
294	327498
295	330106
296	326336
297	315920
298	306923
299	333191
300	312834
301	318507
302	325703
303	311747
304	345682
305	335531
306	340443
307	337436
308	335413
309	315887
310	348100
311	307059
312	307432
313	320866
314	352757
315	306336
316	307261
317	306464
318	314845
319	343839
320	343946
321	321456
322	328602
323	322088
324	343009
325	344248
326	318986
327	348014
328	331887
329	310649
330	334128
331	342805
332	308236
333	332217
334	341397
335	318596
336	326349
337	307751
338	307460
339	523597
340	306289
341	308558
342	347774
343	337822
344	287681
345	339726
346	312970
347	331285
348	345690
349	337528
350	306735
351	304992
352	341642
353	308802
354	309921
355	323262
356	311807
357	341105
358	339672
359	309137
360	339489
361	312333
362	308517
363	335039
364	331025
365	319780
366	312976
367	336285
368	353615
369	313609
370	331380
371	299618
372	322012
373	340146
374	331655
375	341656
376	341729
377	302008
378	343422
379	347146
380	328732
381	322571
382	334728
383	307483
384	299966
385	305188
386	313900
387	309591
388	314114
389	327376
390	319932
391	349231
392	311731
393	346825
394	342275
395	316394
396	348265
397	326910
398	332948
399	331743
400	348604
401	300443
402	346992
403	351884
404	338377
405	310119
406	310267
407	327025
408	308160
409	327895
410	325124
411	328556
412	311096
413	309441
414	296251
415	331103
416	335832
417	314951
418	345518
419	314252
420	321492
421	333483
422	336238
423	334630
424	339060
425	308337
426	335276
427	309176
428	312139
429	330085
430	350429
431	320325
432	329481
433	342031
434	325479
435	317224
436	348326
